"sep=,"
Name,Type,Color,Rarity,Author,Power,Toughness,Mana cost,Converted mana cost,Count,Foil count,Special foil count,Price,Foil price,Number,Set,Set code,ID,Multiverse ID,Comments,To trade,Condition,Grading,Languages,TCG ID,Cardmarket ID,Scryfall ID
"Slimefoot's Survey","Sorcery",Vert,Peu commune,"Piotr Dura",0,0,(4)(G),5,1,0,0,$0.04,$0.09,178,"Dominaria United",DMU,76874,574658,,0,"","","",283161,671924,622f96fc-179a-4ff6-95a5-de721492f7eb
"Sludge Monster","Creature - Horror",Bleu,Rare,"Svetlin Velinov",5,5,(3)(U)(U),5,1,0,0,$0.21,$0.21,735,"Commander Legends: Battle for Baldur's Gate",CLB,75107,567552,,0,"","","",273463,661878,a32be366-d86e-48aa-8257-ca8afb87ba18
"Smash to Dust","Sorcery",Rouge,Commune,"Marc Simonetti",0,0,(1)(R),2,1,0,0,$0.19,$0.37,144,"Dominaria United",DMU,76840,574624,,0,"","","",283503,672682,747881c7-3788-4dd6-b78d-b2a5ded20e14
"Smell Fear","Sorcery",Vert,Commune,"Cristi Balanescu",0,0,(1)(G),2,1,0,0,$0.13,$0.22,173,"Modern Horizons 2",MH2,65544,522249,,0,"","","",240435,566924,956a2a42-6a91-45b5-99f1-87c2cf1dd608
"Snakeskin Veil","Instant",Vert,Commune,"Matt Stewart",0,0,(G),1,4,0,0,$0.13,$0.20,194,"Kaldheim",KHM,62302,503810,,0,"","","",230183,530467,e692c208-c171-4964-9207-43c2cbc62845
"Snarespinner","Creature - Spider",Vert,Commune,"Michele Giorgi",1,3,(1)(G),2,1,0,0,$0.12,$0.12,179,"Dominaria United",DMU,76875,574659,,0,"","","",282815,671626,0b51c3b5-db70-4976-986d-ed3fc8584d1a
"Snarling Wolf","Creature - Wolf",Vert,Commune,"Ilse Gort",1,1,(G),1,1,0,0,$0.05,$0.08,199,"Innistrad: Midnight Hunt",MID,68673,534988,,0,"","","",247808,574692,4b614b21-69ed-4788-97d7-ad502b634abb
"Soaring Drake","Creature - Drake",Bleu,Commune,"Jason Kang",2,3,(2)(U),3,3,0,0,$0.11,$0.11,66,"Dominaria United",DMU,76762,574546,,0,"","","",283624,672657,0b0979f9-aae3-4fc7-beae-c8c6637ae596
"Sojourner's Companion","Artifact Creature - Salamander",Sans couleur,Commune,"Lius Lasahido",4,4,(7),7,1,0,0,$0.19,$0.22,235,"Modern Horizons 2",MH2,65607,522311,,0,"","","",240444,566932,8c6af084-eee7-4259-a58b-a866e0cf171b
"Sol Ring","Artifact",Sans couleur,Peu commune,"Mike Bierek",0,0,(1),1,1,0,0,$1.06,$1.06,871,"Commander Legends: Battle for Baldur's Gate",CLB,75247,567688,,0,"","","",273501,662066,199cde21-5bc3-49cd-acd4-bae3af6e5881
"Sol Ring","Artifact",Sans couleur,Peu commune,"Mike Bierek",0,0,(1),1,1,0,0,$1.12,$1.12,162,"Midnight Hunt Commander",MIC,69030,539423,,0,"","","",248630,575465,c46138f0-224a-4ca9-bf03-badb2ae5ee21
"Sol'Kanar the Tainted","Legendary Creature - Elemental Demon",Multi-couleurs,Mythique,"Lisa Heidhoff",5,5,(2)(U)(B)(R),5,1,0,0,$0.41,$1.00,318,"Dominaria United Collectors",DMU,77020,578071,,0,"","","",282780,671543,3a2ea06b-dd6f-472b-85db-e8474deee8c5
"Somberwald Beastmaster","Creature - Human Ranger",Vert,Rare,"Marta Nael",1,1,(6)(G),7,1,0,0,$0.31,$0.31,30,"Midnight Hunt Commander",MIC,68935,540473,,0,"","","",248623,575431,5a4ba28b-a6c6-4268-8dc2-542d203f91a6
"Somberwald Sage","Creature - Human Druid",Vert,Rare,"Steve Argyle",0,1,(2)(G),3,1,0,0,$1.24,$1.24,144,"Midnight Hunt Commander",MIC,69012,539405,,0,"","","",248632,575444,6090c799-6cc3-4fc3-b5e6-8920678c67c1
"Soul of Migration","Creature - Elemental",Blanc,Commune,"Kev Walker",2,4,(5)(W)(W),7,1,0,0,$0.12,$0.14,33,"Modern Horizons 2",MH2,65402,522109,,0,"","","",240425,566892,4541217f-5e86-491b-918b-ed7a2eb3e4eb
"Soulless Jailer","Artifact Creature - Phyrexian Golem",Sans couleur,Rare,"Donato Giancola",0,4,(2),2,1,0,0,$0.51,$0.69,241,"Phyrexia: All Will Be One",ONE,83133,0,,0,"","","",479347,694185,bf9991fd-ea6a-4ed7-b5f1-46a95f8d0634
"Spara's Adjudicators","Creature - Cat Citizen",Multi-couleurs,Commune,"Yoshi Yoshitani",4,4,(2)(G)(W)(U),5,1,0,0,$0.07,$0.09,335,"Streets of New Capenna Collectors",SNC,73178,558733,,0,"","","",269005,652225,4495468f-a587-48f7-875d-dad80b86c156
"Speakeasy Server","Creature - Bird Citizen",Blanc,Commune,"Scott Murphy",3,3,(4)(W),5,1,0,0,$0.09,$0.09,32,"Streets of New Capenna",SNC,72869,555233,,0,"","","",269121,652162,e014d9d0-e6e1-4afb-b94f-b927a09b76c1
"Specimen Collector","Creature - Vedalken Wizard",Bleu,Peu commune,"Jenn Ravenna Tran",2,1,(4)(U),5,1,0,0,$0.10,$0.10,64,"Modern Horizons 2",MH2,65434,522140,,0,"","","",240176,566779,bdfaed69-bc4c-4c73-abc3-00dce5e0177e
"Spellskite","Artifact Creature - Phyrexian Horror",Sans couleur,Rare,"Chippy",0,4,(2),2,1,0,0,$3.87,$3.87,873,"Commander Legends: Battle for Baldur's Gate",CLB,75249,567690,,0,"","","",273477,662068,72204934-f5aa-4559-8f7e-7b0b223580d0
"Splatter Goblin","Creature - Phyrexian Goblin",Noir,Commune,"Lars Grant-West",2,1,(1)(B),2,1,0,0,$0.03,$0.14,109,"Dominaria United",DMU,76805,574589,,0,"","","",283654,672671,5045027d-0ff4-484c-b4cb-e0b61885d428
"Sprouting Goblin","Creature - Goblin Druid",Rouge,Peu commune,"Uriah Voth",2,2,(1)(R),2,2,0,0,$0.09,$0.11,145,"Dominaria United",DMU,76841,574625,,0,"","","",283378,672105,602f5370-d096-4765-b612-16bcec3aafa7
"Squash","Instant",Rouge,Commune,"Caio Monteiro",0,0,(4)(R),5,1,0,0,$0.05,$0.16,152,"Kaldheim",KHM,62256,503764,,0,"","","",230428,530927,e0b99299-bf84-4654-a331-e4406768b33c
"Squee, Dubious Monarch","Legendary Creature - Goblin Noble",Rouge,Rare,"Zoltan Boros",2,2,(2)(R),3,1,0,0,$0.90,$1.25,146,"Dominaria United",DMU,76842,574626,,0,"","","",282735,671369,3cd907ed-9c68-4bd6-af92-6244909fdf8b
"Squee, the Immortal","Legendary Creature - Goblin",Rouge,Rare,"Eshpur",2,1,(1)(R)(R),3,1,0,0,$0.00,$1.56,152,"Multiverse Legends",MUL,84650,0,,0,"","","",0,705064,4ef53667-7c47-44c7-a398-c6e286cf8cdf
"Stall for Time","Instant",Blanc,Commune,"Ryan Alexander Lee",0,0,(2)(W),3,1,0,0,$0.07,$0.11,34,"Dominaria United",DMU,76730,574514,,0,"","","",282809,671564,f346defa-ee4a-404e-8154-0e33ebe9102c
"Stalwart Pathlighter","Creature - Human Soldier",Blanc,Rare,"Sidharth Chaturvedi",3,1,(2)(W),3,1,0,0,$0.25,$0.25,9,"Midnight Hunt Commander",MIC,68914,540452,,0,"","","",248597,575355,a5bf9336-80d6-4751-9630-1d28e24cc0cf
"Stasis Field","Enchantment - Aura",Bleu,Commune,"Jinho Bae",0,0,(1)(U),2,1,0,0,$0.09,$0.12,79,"March of the Machine",MOM,84178,0,,0,"","","",491751,704778,38211d78-ebac-4150-ac11-7613a0e9e1bc
"Steel Dromedary","Artifact Creature - Camel",Sans couleur,Peu commune,"Joe Slucher",2,2,(3),3,1,0,0,$0.02,$0.08,237,"Modern Horizons 2",MH2,65609,522313,,0,"","","",239758,566305,d8dcff03-0ef9-4485-80db-5447e9ca4ef9
"Steelfin Whale","Creature - Whale",Bleu,Commune,"Milivoj Ćeran",3,4,(5)(U),6,1,0,0,$0.10,$0.18,65,"Modern Horizons 2",MH2,65435,522141,,0,"","","",240271,566809,7e7ca8b6-d7e0-4af2-a578-bf45a8731c19
"Stenn, Paranoid Partisan","Legendary Creature - Human Wizard",Multi-couleurs,Rare,"Mila Pesic",2,2,(W)(U),2,1,0,0,$0.18,$0.36,221,"Dominaria United",DMU,76917,574701,,0,"","","",283427,672329,07177a8e-5ded-4084-a22f-2d8fe933de7a
"Stolen Vitality","Instant",Rouge,Commune,"Mike Bierek",0,0,(1)(R),2,1,0,0,$0.07,$0.12,161,"Innistrad: Midnight Hunt",MID,68628,534943,,0,"","","",248288,575057,d50df2dd-8d14-4d92-ab4e-bf9f9f147e91
"Storm God's Oracle","Enchantment Creature - Human Shaman",Multi-couleurs,Commune,"Pauline Voss",1,3,(1)(U)(R),3,1,0,0,$0.05,$0.07,213,"Modern Horizons 2",MH2,65585,522289,,0,"","","",240418,566927,a6d22f24-f752-4bc8-ba97-061b2c060ec8
"Storm the Seedcore","Sorcery",Vert,Peu commune,"Jason Rainville",0,0,(2)(G)(G),4,2,0,0,$0.12,$0.12,206,"March of the Machine",MOM,84333,0,,0,"","","",490510,704052,bf989a4d-3209-4071-b6e9-d2b99372ec10
"Stormrider Spirit","Creature - Spirit",Bleu,Commune,"Lake Hurwitz",3,3,(4)(U),5,1,0,0,$0.04,$0.08,79,"Innistrad: Midnight Hunt",MID,68530,534845,,0,"","","",247859,575030,81a95edb-9f5b-4e42-8b27-0b3d978dcefe
"Strangle","Sorcery",Rouge,Commune,"Vincent Proce",0,0,(R),1,1,0,0,$0.13,$0.37,125,"Streets of New Capenna",SNC,72962,555326,,0,"","","",268363,651261,4b91d727-c0ee-4bf0-8c7d-8475ecb88083
"Strategic Planning","Sorcery",Bleu,Commune,"Donato Giancola",0,0,(1)(U),2,1,0,0,$0.07,$0.21,77,"Kaldheim",KHM,62177,503685,,0,"","","",230725,531097,29306305-cb71-4fef-bf86-f5deb4e7e561
"Streetwise Negotiator","Creature - Cat Citizen",Vert,Peu commune,"Brent Hollowell",0,2,(1)(G),2,1,0,0,$0.10,$0.12,207,"March of the Machine",MOM,84334,0,,0,"","","",490496,703496,e83f9565-4c04-449d-b337-0eff3fd0c295
"Strength of the Coalition","Instant",Vert,Peu commune,"Justine Cruz",0,0,(G),1,1,0,0,$0.03,$0.13,180,"Dominaria United",DMU,76876,574660,,0,"","","",283125,671627,8418c504-24fe-470f-8102-dcad68ba1520
"Stuffed Bear","Artifact",Sans couleur,Commune,"Joe Slucher",0,0,(2),2,2,0,0,$0.18,$0.18,259,"Innistrad: Midnight Hunt",MID,68742,535057,,0,"","","",248111,575093,4cd40276-016b-475f-906f-74d31dceaf70
"Sulfurous Springs","Land",Sans couleur,Rare,"Bruce Brenneise",0,0,,0,1,0,0,$3.43,$3.43,256,"Dominaria United",DMU,76952,574736,,0,"","","",282754,671402,dfd5450a-6490-417f-9aea-b6fca6f380d7
"Sunbathing Rootwalla","Creature - Lizard",Vert,Commune,"Campbell White",2,2,(1)(G),2,2,0,0,$0.07,$0.07,181,"Dominaria United",DMU,76877,574661,,0,"","","",283502,672355,7ae6f015-2ad6-4b8e-8590-c2c2d01b6d98
"Sunder the Gateway","Sorcery",Blanc,Commune,"Titus Lunter",0,0,(1)(W),2,1,0,0,$0.11,$0.19,39,"March of the Machine",MOM,84128,0,,0,"","","",491739,704746,194ad785-21bb-4ce6-8776-31c67259fb99
"Sunfall","Sorcery",Blanc,Rare,"Kasia 'Kafis' Zielińska",0,0,(3)(W)(W),5,1,0,0,$1.62,$2.37,40,"March of the Machine",MOM,84129,0,,0,"","","",490659,704292,32e29c7d-ed4b-4eff-b3c2-d99e5b63ef8d
"Sungrass Prairie","Land",Sans couleur,Rare,"Ron Spencer",0,0,,0,1,0,0,$0.27,$0.27,181,"Midnight Hunt Commander",MIC,69049,539442,,0,"","","",248640,575484,778cf871-a934-46f5-8595-a6f457162374
"Sunken Hollow","Land - Island Swamp",Sans couleur,Rare,"Adam Paquette",0,0,,0,1,0,0,$0.34,$0.34,918,"Commander Legends: Battle for Baldur's Gate",CLB,75294,567735,,0,"","","",273514,662112,05c1fd3e-e899-4d66-8ad1-fdfbcdd70e8b
"Surge of Salvation","Instant",Blanc,Peu commune,"Dominik Mayer",0,0,(W),1,3,0,0,$2.31,$4.89,41,"March of the Machine",MOM,84130,0,,0,"","","",490631,704011,41d25ee5-0348-4206-bb6a-ccb0a599ac87
"Swamp","Basic Land - Swamp",Sans couleur,Commune,"Daria Khlebnikova",0,0,,0,2,2,0,$4.50,$4.50,367,"Phyrexia: All Will Be One Collectors",ONE,83264,0,,0,"","","",0,692723,af92ec23-a252-4ae2-98d7-0dce19d18e35
"Swiftfoot Boots","Artifact - Equipment",Sans couleur,Peu commune,"Svetlin Velinov",0,0,(2),2,1,0,0,$0.71,$0.71,163,"Midnight Hunt Commander",MIC,69031,539424,,0,"","","",248631,575466,8359e15a-52b1-401a-a080-fed4bada7c01
"Swindler's Scheme","Enchantment",Bleu,Rare,"Anato Finnstark",0,0,(2)(U),3,1,0,0,$0.20,$0.29,88,"New Capenna Commander",NCC,73547,559567,,0,"","","",269001,652136,dc7436c6-cd33-4324-bd1b-026a5d5c0007
"Swooping Lookout","Artifact Creature - Phyrexian Construct",Blanc,Peu commune,"Mike Franchina",1,2,(W),1,1,0,0,$0.10,$0.15,35,"Phyrexia: All Will Be One",ONE,82927,0,,0,"","","",478617,692863,b62c740d-260d-4dfa-b6b3-9a1527538f89
"Swords to Plowshares","Instant",Blanc,Peu commune,"Sam Wolfe Connelly",0,0,(W),1,1,0,0,$1.65,$1.65,94,"Midnight Hunt Commander",MIC,68962,539355,,0,"","","",248596,575374,12401907-17c5-47cc-8e10-fa917a5f14ea
"Swordsworn Cavalier","Creature - Human Knight",Blanc,Commune,"Stella Spente",3,1,(1)(W),2,1,0,0,$0.07,$0.11,42,"March of the Machine",MOM,84131,0,,0,"","","",491740,704747,aa0461fc-4298-45b9-90a0-939093cf2544
"Sylvok Battle-Chair","Artifact - Equipment",Vert,Peu commune,"Alexander Mokhov",0,0,(4)(G)(G),6,1,0,0,$0.05,$0.19,184,"Phyrexia: All Will Be One",ONE,83076,0,,0,"","","",479434,694773,71c1a1d0-5616-42f8-a59c-42c1ccd48d26
"Syphon Mind","Sorcery",Noir,Commune,"Jeff Easley",0,0,(3)(B),4,1,0,0,$0.48,$0.48,772,"Commander Legends: Battle for Baldur's Gate",CLB,75144,567589,,0,"","","",273488,661913,187502d9-c751-4967-adff-09d7a300d935
"Tail Swipe","Instant",Vert,Peu commune,"Ângelo Bortolini",0,0,(G),1,1,0,0,$0.13,$0.22,182,"Dominaria United",DMU,76878,574662,,0,"","","",283419,672324,95a39b26-8c83-40ea-b492-036251366d73
"Tainted Isle","Land",Sans couleur,Peu commune,"Alan Pollack",0,0,,0,1,0,0,$1.23,$1.23,920,"Commander Legends: Battle for Baldur's Gate",CLB,75296,567737,,0,"","","",273522,662114,4e376192-6dd2-4af0-b129-3751c8e3a8bf
"Tainted Observer","Creature - Phyrexian Bird",Multi-couleurs,Peu commune,"Johann Bodin",2,3,(1)(G)(U),3,2,0,0,$0.12,$0.15,217,"Phyrexia: All Will Be One",ONE,83109,0,,0,"","","",479032,694318,b9cba67a-b714-49b0-9797-24aca283f162
"Take to the Streets","Sorcery",Vert,Peu commune,"Matt Forsyth",0,0,(4)(G),5,1,0,0,$0.08,$0.08,158,"Streets of New Capenna",SNC,72995,555359,,0,"","","",269097,652109,2b4a5122-6922-4ab5-aa43-94cf2d7f9c8a
"Take Up the Shield","Instant",Blanc,Commune,"Manuel Castañón",0,0,(1)(W),2,1,0,0,$0.12,$0.14,35,"Dominaria United",DMU,76731,574515,,0,"","","",282810,671565,851e842e-a497-4c36-90ee-8d64f806c378
"Talas Lookout","Creature - Human Pirate",Bleu,Commune,"Julia Metzger",3,2,(2)(U)(U),4,2,0,0,$0.09,$0.09,68,"Dominaria United",DMU,76764,574548,,0,"","","",283627,672658,0a4b9afe-aeb7-4c56-8a22-96e19a7a938c
"Talisman of Dominance","Artifact",Sans couleur,Peu commune,"Mike Dringenberg",0,0,(2),2,1,0,0,$1.24,$1.24,877,"Commander Legends: Battle for Baldur's Gate",CLB,75253,567694,,0,"","","",273502,662072,1ca2a0f9-b403-4d1e-961c-32b64bab81d0
"Talisman of Unity","Artifact",Sans couleur,Peu commune,"Mike Dringenberg",0,0,(2),2,1,0,0,$0.51,$0.51,165,"Midnight Hunt Commander",MIC,69033,539426,,0,"","","",248611,575468,67c83c7b-d785-4700-8075-6ffb5c3922d6
"Tamiyo's Immobilizer","Artifact",Bleu,Peu commune,"Daren Bader",0,0,(3)(U),4,1,0,0,$0.03,$0.08,69,"Phyrexia: All Will Be One",ONE,82961,0,,0,"","","",478740,693417,daa20112-2955-439d-8802-3a228ba0832e
"Tandem Takedown","Instant",Vert,Peu commune,"Yigit Koroglu",0,0,(1)(G)(G),3,3,1,0,$0.13,$0.16,208,"March of the Machine",MOM,84335,0,,0,"","","",490566,704053,0eb51be0-6a2e-464a-86d1-aa36179c8c18
"Tanglepool Bridge","Artifact Land",Sans couleur,Commune,"Randy Gallegos",0,0,,0,1,0,0,$0.14,$0.18,257,"Modern Horizons 2",MH2,65629,522333,,0,"","","",239720,566289,57d2b895-8921-4615-a674-fb85eed5ea3f
"Tarkir Duneshaper","Creature - Dog Warrior",Blanc,Commune,"Denys Tsiperko",1,2,(W),1,6,0,0,$0.09,$0.34,43,"March of the Machine",MOM,84132,0,,0,"","","",491761,704748,fdc37acc-05ba-4457-8a03-d635497bfb1b
"Tattered Apparition","Creature - Shade",Noir,Commune,"Jason A. Engle",2,2,(3)(B),4,1,0,0,$0.03,$0.03,111,"Dominaria United",DMU,76807,574591,,0,"","","",282812,671566,0368e91c-31ee-4b81-a361-30a4555b1a42
"Tatyova, Steward of Tides","Legendary Creature - Merfolk Druid",Multi-couleurs,Peu commune,"Howard Lyon",3,3,(G)(G)(U),3,2,0,0,$0.08,$0.31,222,"Dominaria United",DMU,76918,574702,,0,"","","",283430,672331,0d446cb9-519a-4889-b057-029db9400021
"Tatyova, Steward of Tides","Legendary Creature - Merfolk Druid",Multi-couleurs,Peu commune,"Lisa Heidhoff",3,3,(G)(G)(U),3,3,0,0,$0.13,$0.19,321,"Dominaria United Collectors",DMU,77023,578074,,0,"","","",283458,672393,74c3f2dd-8745-4e2e-b01c-6b692c6ff8af
"Tavern Ruffian","Creature - Human Warrior Werewolf",Rouge,Commune,"Zoltan Boros",2,5,(3)(R),4,1,0,0,$0.07,$0.07,163,"Innistrad: Midnight Hunt",MID,68630,534945,,0,"","","",247846,574701,1d7b2d05-ce5c-4b73-8fa6-d9b69619d58c
"Tavern Scoundrel","Creature - Human Rogue",Rouge,Commune,"Cynthia Sheppard",1,3,(1)(R),2,1,0,0,$0.09,$0.09,144,"Modern Horizons 2",MH2,65515,522220,,0,"","","",240341,566869,55082c8a-d792-4cd8-94b1-d80c65804463
"Tavern Smasher","Creature - Werewolf",Rouge,Commune,"Zoltan Boros",6,5,,4,1,0,0,$0.07,$0.07,163,"Innistrad: Midnight Hunt",MID,68631,534945,,0,"","","",247846,574701,1d7b2d05-ce5c-4b73-8fa6-d9b69619d58c
"Tear Asunder","Instant",Vert,Peu commune,"Dave Kendall",0,0,(1)(G),2,2,0,0,$0.74,$1.79,183,"Dominaria United",DMU,76879,574663,,0,"","","",283420,672325,629aa907-9533-4681-9bf2-9e56450a4cc2
"Temple of Deceit","Land",Sans couleur,Rare,"Jonas De Ro",0,0,,0,1,0,0,$0.37,$0.37,922,"Commander Legends: Battle for Baldur's Gate",CLB,75298,567739,,0,"","","",273515,662116,f4e3214a-0f76-4c60-8df9-4984b8d56d89
"Temple of Plenty","Land",Sans couleur,Rare,"Chris Ostrowski",0,0,,0,1,0,0,$0.54,$0.54,185,"Midnight Hunt Commander",MIC,69053,539446,,0,"","","",248642,575488,e35f86a8-4941-474b-aefa-f625235933b5
"Temple of the False God","Land",Sans couleur,Rare,"Brian Snõddy",0,0,,0,1,1,0,$0.76,$0.76,11,"30th Anniversary Edition Promos",P30A,79506,0,,0,"","","",0,695759,2bdaa00e-4c28-4250-9841-c7d7a5cc7998
"Temple of the False God","Land",Sans couleur,Peu commune,"James Zapata",0,0,,0,1,0,0,$0.14,$0.14,925,"Commander Legends: Battle for Baldur's Gate",CLB,75301,567742,,0,"","","",273523,662119,1a8b9fd8-ece4-45ba-9fdf-4cb715bcd843
"Temple of the False God","Land",Sans couleur,Peu commune,"James Zapata",0,0,,0,1,0,0,$0.11,$0.11,186,"Midnight Hunt Commander",MIC,69054,539447,,0,"","","",248651,575489,327ddb20-ab88-42e0-b61f-e502b3022da5
"Tenured Oilcaster","Creature - Phyrexian Wizard",Noir,Commune,"Francisco Miyara",2,4,(3)(B),4,1,0,0,$0.07,$0.13,126,"March of the Machine",MOM,84234,0,,0,"","","",491311,704406,65721bc1-87fa-45b9-8b45-ee77c1aab6ac
"Terminal Agony","Sorcery",Multi-couleurs,Commune,"Lucas Graciano",0,0,(2)(B)(R),4,1,0,0,$0.07,$0.15,215,"Modern Horizons 2",MH2,65587,522291,,0,"","","",240424,566928,314e94ad-0e12-48bb-aae1-2c842943114a
"Terramorph","Sorcery",Vert,Peu commune,"Darrell Riche",0,0,(3)(G),4,1,0,0,$0.03,$0.16,177,"Modern Horizons 2",MH2,65548,522253,,0,"","","",239823,566440,28b08596-f6c7-4366-a4ed-21a11fbc901a
"Terramorphic Expanse","Land",Sans couleur,Commune,"Adam Burn",0,0,,0,1,0,0,$0.10,$0.20,261,"Phyrexia: All Will Be One",ONE,83153,0,,0,"","","",479639,694784,5adceb34-78c7-40dd-af31-6fb282d577ca
"Territorial Maro","Creature - Elemental",Vert,Peu commune,"Simon Dominic",0,0,(4)(G),5,2,0,0,$0.02,$0.14,184,"Dominaria United",DMU,76880,574664,,0,"","","",282760,671373,853ddf31-826b-411e-9b6d-75d53cdd1b84
"Testament Bearer","Creature - Phyrexian Warrior",Noir,Commune,"Raluca Marinescu",4,1,(3)(B),4,1,0,0,$0.08,$0.08,111,"Phyrexia: All Will Be One",ONE,83003,0,,0,"","","",479619,694741,a5424859-628a-4c19-acd0-0c63c21c8338
"Tetsuko Umezawa, Fugitive","Legendary Creature - Human Rogue",Bleu,Peu commune,"Serena Malyon",1,3,(1)(U),2,2,0,0,$0.32,$0.32,12,"Multiverse Legends",MUL,84546,0,,0,"","","",491830,704951,469beb59-1e57-474e-9dcf-9c13957cbfdd
"The Broken Sky","Enchantment",Multi-couleurs,Rare,"Henry Peters",0,0,,5,1,0,0,$0.43,$1.03,241,"March of the Machine",MOM,84381,0,,0,"","","",490498,703462,00255899-aaaf-46c6-8037-bd0e3c06250c
"The Elder Dragon War","Enchantment - Saga",Rouge,Rare,"Filip Burburan",0,0,(2)(R)(R),4,1,0,0,$0.38,$0.65,121,"Dominaria United",DMU,76817,574601,,0,"","","",283491,672352,0c52c7d4-a350-4518-8c9a-72cf7b14603d
"The Hunter Maze","Land - Sphere",Sans couleur,Commune,"Alayna Danner",0,0,,0,1,0,0,$0.07,$0.15,253,"Phyrexia: All Will Be One",ONE,83145,0,,0,"","","",479280,694189,6389c242-2139-4f12-af30-2b080a1c5e83
"The Mycosynth Gardens","Land - Sphere",Sans couleur,Rare,"Andrew Mar",0,0,,0,1,0,0,$5.51,$7.38,256,"Phyrexia: All Will Be One",ONE,83148,0,,0,"","","",478931,693894,5a931463-25f6-4e31-95b4-bb4a9388009b
"The Phasing of Zhalfir","Enchantment - Saga",Bleu,Rare,"LA Draws",0,0,(2)(U)(U),4,1,0,0,$0.42,$0.63,59,"Dominaria United",DMU,76755,574539,,0,"","","",282763,671333,0770eb6a-4f01-4677-a401-14c1b30692c9
"The Seedcore","Land - Sphere",Sans couleur,Rare,"Kasia 'Kafis' Zielińska",0,0,,0,1,0,0,$0.44,$0.52,259,"Phyrexia: All Will Be One",ONE,83151,0,,0,"","","",478316,692375,29c91aad-bf33-448e-b122-65940fb2e33b
"The Shattered States Era","Enchantment - Saga",Rouge,Commune,"David Gaillet",0,0,(4)(R),5,1,0,0,$0.09,$0.11,162,"Kamigawa: Neon Dynasty",NEO,71720,548466,,0,"","","",261999,607008,517392f6-d3fd-4c59-8317-2a3595ab7562
"The Weatherseed Treaty","Enchantment - Saga",Vert,Peu commune,"Livia Prima",0,0,(2)(G),3,1,0,0,$0.16,$0.16,188,"Dominaria United",DMU,76884,574668,,0,"","","",283449,672356,e2a54461-1f75-4304-b6d7-635171419456
"The World Spell","Enchantment - Saga",Vert,Mythique,"Adam Paquette",0,0,(5)(G)(G),7,1,0,0,$1.00,$1.62,189,"Dominaria United",DMU,76885,574669,,0,"","","",282757,671374,f3a9112a-6a1d-4d89-9866-189b55cd326d
"Thirst for Knowledge","Instant",Bleu,Peu commune,"Anna Pavleeva",0,0,(2)(U),3,1,0,0,$0.08,$0.08,85,"Kamigawa: Neon Dynasty",NEO,71637,548383,,0,"","","",262608,608208,6b927837-8252-4ea7-b2d0-ab624de65bd7
"Thirsting Roots","Sorcery",Vert,Commune,"WolfSkullJack",0,0,(G),1,3,0,0,$0.12,$0.24,185,"Phyrexia: All Will Be One",ONE,83077,0,,0,"","","",479564,694774,75a4a340-453b-471a-82ba-48ebf20b271a
"Thought Monitor","Artifact Creature - Construct",Bleu,Rare,"Martina Pilcerova",2,2,(6)(U),7,1,0,0,$1.75,$3.65,71,"Modern Horizons 2",MH2,65441,522147,,0,"","","",240167,566700,996c1952-8d10-4296-8960-ff8993833649
"Thought Vessel","Artifact",Sans couleur,Peu commune,"rk post",0,0,(2),2,1,0,0,$2.59,$2.59,879,"Commander Legends: Battle for Baldur's Gate",CLB,75255,567696,,0,"","","",273503,662074,10e9cbf2-99ed-4f70-8744-b9a08a5f5f42
"Thraben Exorcism","Instant",Blanc,Commune,"Matt Stewart",0,0,(1)(W),2,1,0,0,$0.07,$0.09,39,"Innistrad: Midnight Hunt",MID,68482,534797,,0,"","","",248134,574940,a0700298-30d2-45a6-bd64-4fd7fa4d7d30
"Thran Portal","Land - Gate",Sans couleur,Rare,"Sarah Finnigan",0,0,,0,1,0,0,$0.27,$0.76,259,"Dominaria United",DMU,76955,574739,,0,"","","",283472,672363,ef074a2e-a387-4af8-a180-74b145d93992
"Threats Undetected","Sorcery",Vert,Rare,"Randy Vargas",0,0,(2)(G),3,1,0,0,$0.37,$0.60,185,"Dominaria United",DMU,76881,574665,,0,"","","",283064,671628,99545c3e-0710-48d3-8558-046bd66f225c
"Thrill of Possibility","Instant",Rouge,Commune,"David Auden Nash",0,0,(1)(R),2,1,0,0,$0.07,$0.11,148,"Dominaria United",DMU,76844,574628,,0,"","","",283174,671936,25e5dc88-9573-4eaa-bd37-eb0dee4add03
"Thrill of Possibility","Instant",Rouge,Commune,"PINDURSKI",0,0,(1)(R),2,1,0,0,$0.09,$0.11,151,"Phyrexia: All Will Be One",ONE,83043,0,,0,"","","",479617,694759,1efd4ae5-0076-46a0-a113-58cfff53144f
"Thrummingbird","Creature - Phyrexian Bird Horror",Bleu,Peu commune,"Flavio Girón",1,1,(1)(U),2,1,1,0,$0.34,$0.34,432,"Phyrexia: All Will Be One Collectors",ONE,83324,0,,0,"","","",479286,694971,39fff05f-84f3-43ec-9752-86b156ec0c5b
"Thunderhead Squadron","Creature - Human Knight",Bleu,Commune,"PINDURSKI",3,4,(5)(U),6,1,0,0,$0.08,$0.13,81,"March of the Machine",MOM,84180,0,,0,"","","",491341,704355,8eaa0946-591f-4136-9d8a-e56934151383
"Thundering Rebuke","Sorcery",Rouge,Peu commune,"Campbell White",0,0,(1)(R),2,4,0,0,$0.15,$0.15,170,"Zendikar Rising",ZNR,59145,491814,,0,"","","",222195,496810,dc671707-4708-44d8-8ec8-d5332599adf9
