Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Scryfall ID,Last Modified
"1","0","Farseek","Ravnica Remastered - Retro Frame","Near Mint","English","foil","","969b6e1f-f760-4863-b4a2-1fb8992904e7","2024-08-08 22:22:16.672863"
"1","0","Pantlaza, Sun-Favored","The Lost Caverns of Ixalan - Commander Showcase","Good (Lightly Played)","English","foil","Collection | Dinos","5f7045c1-839b-4cc7-a97d-c098edcd770c","2024-08-08 22:22:11.846905"
"1","0","Eternal Dragon","Commander 2020","Near Mint","English","","EDH | EllieAlan","e659b6ea-8522-4644-9f73-5c9312e28c81","2024-08-08 22:22:24.587691"
"1","0","Ledger Shredder","Streets of New Capenna","Near Mint","English","","Cube | bgc1 | 02-U","7ea4b5bc-18a4-45db-a56a-ab3f8bd2fb0d","2025-01-02 18:26:16.069811"
"2","0","Surgical Extraction","New Phyrexia","Good (Lightly Played)","English","","Modern | HollowVine","dca7e072-edb5-4f7e-bdec-a3a393053c80","2024-12-27 17:55:19.175099"
"2","0","Surgical Extraction","New Phyrexia","Played","English","","Modern | HollowVine","dca7e072-edb5-4f7e-bdec-a3a393053c80","2025-01-04 00:07:16.473384"
"4","0","Into the Flood Maw","Bloomburrow","Near Mint","English","","Modern | Dredge","50b9575a-53d9-4df7-b86c-cda021107d3f","2025-01-07 20:44:26.681459"
"1","1","Tezzeret, Master of the Bridge","Media Inserts","Near Mint","English","foil","BIN","9ee1eea2-961f-445d-b035-6baed454f289","2025-02-26 06:31:40.240404"
"1","0","Memnite","Magic Game Day Cards","Good (Lightly Played)","English","","Signed","4669327f-268f-43c2-ad57-555a02baa6a1","2025-03-16 01:33:01.575566"
"1","0","Caves of Koilos","Dominaria United","Near Mint","English","foil","EDH | AkAx","99264beb-2149-4cd4-9880-f0dc5c570c1b","2024-08-15 00:40:03.288941"
"1","1","Shardless Outlander","Foundations Jumpstart","Near Mint","English","","","fccb51a4-cb78-4437-b9ab-cc77736af561","2025-02-05 03:52:57.018760"
"1","0","Metamorphosis Fanatic","Duskmourn: House of Horror Commander","Near Mint","English","","","16448d95-ee21-4def-b880-26f6f159c213","2024-12-30 18:47:22.899737"
"1","0","Lurrus of the Dream-Den","March of the Machine - Multiverse Legends","Near Mint","English","","Cube | bgc1 | 06-Multi","4b32771b-d89f-46b1-8c70-95a4f058ef05","2024-12-30 18:47:22.911206"
"1","0","Formless Genesis","Duskmourn: House of Horror Commander","Near Mint","English","","Cube | bgc1 | 05-G","7b8f0323-8027-49cb-962e-a06badb1c41b","2024-12-30 18:47:01.813306"
"1","0","Ursine Monstrosity","Duskmourn: House of Horror Commander","Near Mint","English","","Cube | bgc1 | 05-G","73cc6df4-3564-4ace-bf8a-eac3e62d725a","2024-12-30 18:47:01.845945"
"4","0","Fear of Missing Out","Duskmourn: House of Horror","Near Mint","English","","Modern | HollowVine","9d48aaff-46ab-411b-9456-171d4709f951","2025-02-08 22:47:58.615143"
"1","0","Wrenn and Seven","Innistrad: Midnight Hunt","Near Mint","English","","Cube | bgc1 | 05-G","a7757e99-8d51-4b92-b346-6961845def24","2025-01-04 19:59:18.670431"
"1","0","Lush Portico","Murders at Karlov Manor","Near Mint","English","","EDH | EllieAlan","c17816e8-28b1-4295-a637-efb0e5c18873","2025-01-04 19:59:30.555261"
"1","0","Runadi, Behemoth Caller","Jumpstart 2022","Near Mint","English","","EDH | EllieAlan","f4f5500f-e82c-44f3-8be8-cee4c86824b1","2025-01-04 19:59:38.916995"
"1","1","Piranha Fly","Duskmourn: House of Horror","Near Mint","English","foil","BIN","cd891675-12d4-40df-996a-97d694155227","2025-03-07 03:49:55.294349"
"1","1","Erratic Apparition","Duskmourn: House of Horror","Near Mint","English","foil","BIN","a74fd612-2890-4333-a379-5bf7650fbb87","2025-03-07 03:49:55.294349"
"1","1","Miasma Demon","Duskmourn: House of Horror","Near Mint","English","","BIN","6d167c00-75ff-4301-855a-8319b89e3689","2025-03-07 03:49:55.294349"
"1","1","Spirit Token (Blue)","Duskmourn: House of Horror","Near Mint","English","","BIN","90f6d606-55ca-4431-ae61-5d4f05259403","2025-03-07 03:50:43.418761"
"1","1","Horror Token","Duskmourn: House of Horror","Near Mint","English","","BIN","36bb6907-e7d7-4f99-966a-ab09ca130fb8","2025-03-07 03:49:55.294349"
"1","1","Fear of Infinity","Duskmourn: House of Horror","Near Mint","English","","BIN","81756844-c642-406f-842d-35c1e404fec0","2025-03-07 03:51:10.920599"
"1","1","Stay Hidden, Stay Silent","Duskmourn: House of Horror - Lurking Evil Variants","Near Mint","English","","BIN","9fdd7bdd-2ba8-4658-9825-741aecad5f42","2025-03-07 03:50:43.418761"
"1","1","Greenhouse // Rickety Gazebo","Duskmourn: House of Horror","Near Mint","English","","BIN","a22e8038-0706-47ec-bfda-f421a4912774","2025-03-07 03:51:10.920599"
"1","1","Island (#273)","Duskmourn: House of Horror","Near Mint","English","","BIN","40e3bf00-84cc-498c-b214-1052b4904d92","2025-03-07 03:52:25.198621"
"1","1","Emerge from the Cocoon","Duskmourn: House of Horror","Near Mint","English","","BIN","3ba16fbf-2d44-4337-87cb-6ff6b84a258a","2025-03-07 03:49:55.294349"
"1","1","Irreverent Gremlin","Duskmourn: House of Horror","Near Mint","English","","BIN","8da254f5-53f2-41d2-a4f0-a90b3dd6209c","2025-03-07 03:50:43.418761"
"1","1","Oblivious Bookworm","Duskmourn: House of Horror","Near Mint","English","","BIN","c7b4c50b-fe76-430d-8f96-208f15ca4cd7","2025-03-07 03:50:43.418761"
"1","1","Bottomless Pool // Locker Room","Duskmourn: House of Horror","Near Mint","English","","BIN","606fe87c-d17b-4fa7-8e82-e7002d8229ef","2025-03-07 03:51:10.920599"
"1","1","Patchwork Beastie","Duskmourn: House of Horror","Near Mint","English","","BIN","895de583-36d2-43fd-927f-8876d4302c73","2025-03-07 03:51:39.594344"
"1","1","Cynical Loner","Duskmourn: House of Horror","Near Mint","English","","BIN","cc93bcb8-778d-491e-877b-e6ad432764cb","2025-03-07 03:51:39.594344"
"1","1","Fear of Surveillance","Duskmourn: House of Horror","Near Mint","English","","BIN","6e98559d-d9fd-4bdf-8df9-389eee756a3a","2025-03-07 03:51:10.920599"
"1","1","Broodspinner","Duskmourn: House of Horror","Near Mint","English","","BIN","dcdd2622-ab7a-4990-b026-3667cac42894","2025-03-07 03:51:39.594344"
"1","1","Arabella, Abandoned Doll","Duskmourn: House of Horror","Near Mint","English","","BIN","f683d5a1-b8bf-446f-9fe3-88a4398bf3cf","2025-03-07 03:52:25.198621"
"1","1","Diversion Specialist","Duskmourn: House of Horror","Near Mint","English","","BIN","acc9b17c-4210-49f4-a920-b1dc9dfa950f","2025-03-07 03:49:55.294349"
"1","1","Rootwise Survivor","Duskmourn: House of Horror","Near Mint","English","","BIN","d843c242-088f-4131-9e52-7ee2d0db5e20","2025-03-07 03:49:55.294349"
"1","1","Underwater Tunnel // Slimy Aquarium","Duskmourn: House of Horror","Near Mint","English","","BIN","2dd69f2d-8c9c-41fc-93ea-48fc7a6d5272","2025-03-07 03:49:55.294349"
"1","1","Cult Healer","Duskmourn: House of Horror","Near Mint","English","","BIN","9c9b8fbe-8a5e-4b62-b53f-9ead8147bbbb","2025-03-07 03:49:55.294349"
"1","1","Possessed Goat","Duskmourn: House of Horror","Near Mint","English","","BIN","cd02b8ff-ff65-4a38-b8fb-f8dd130edbf7","2025-03-07 03:49:55.294349"
"1","1","Stalked Researcher","Duskmourn: House of Horror","Near Mint","English","","BIN","8a26ccad-adfa-43cc-be4c-dc8dd584bca3","2025-03-07 03:49:55.294349"
"1","1","Tunnel Surveyor","Duskmourn: House of Horror","Near Mint","English","","BIN","12ee2690-f464-4a38-81e1-6dd2053a3327","2025-03-07 03:49:55.294349"
"1","1","Resurrected Cultist","Duskmourn: House of Horror","Near Mint","English","","BIN","e41bd259-e81f-432a-bebf-4c6534f23db7","2025-03-07 03:49:55.294349"
"1","1","Ripchain Razorkin","Duskmourn: House of Horror","Near Mint","English","","BIN","effad662-3309-434c-addc-4394db1f359c","2025-03-07 03:49:55.294349"
"1","1","Clammy Prowler","Duskmourn: House of Horror","Near Mint","English","","BIN","237f0b93-f12e-4c5f-a3d7-83e8f20f8493","2025-03-07 03:49:55.294349"
"1","1","Twist Reality","Duskmourn: House of Horror","Near Mint","English","","BIN","644714dd-7a0b-4d4b-9a61-8f6e505b1d22","2025-03-07 03:49:55.294349"
"1","1","Meat Locker // Drowned Diner","Duskmourn: House of Horror","Near Mint","English","","BIN","b3c773f0-9e65-48de-a362-a9a943198693","2025-03-07 03:49:55.294349"
"1","1","Glimmerburst","Duskmourn: House of Horror","Near Mint","English","","BIN","fe1ab8db-3994-4b6d-9eaf-75243a78b715","2025-03-07 03:49:55.294349"
"1","1","Bedhead Beastie","Duskmourn: House of Horror","Near Mint","English","","BIN","77c72b5b-dd81-4eb4-80d9-a0124e27e1dc","2025-03-07 03:49:55.294349"
"1","1","Bashful Beastie","Duskmourn: House of Horror","Near Mint","English","","BIN","c20fa7ee-a4c2-4eb0-9467-195f3b894fa0","2025-03-07 03:49:55.294349"
"1","1","Cracked Skull","Duskmourn: House of Horror","Near Mint","English","","BIN","7616ad5e-ed30-4876-8743-6f0f9f143ea1","2025-03-07 03:49:55.294349"
"1","1","Most Valuable Slayer","Duskmourn: House of Horror","Near Mint","English","","BIN","c2b7b635-4c72-4129-bf95-1eef05cce3d3","2025-03-07 03:49:55.294349"
"1","1","Derelict Attic // Widow's Walk","Duskmourn: House of Horror","Near Mint","English","","BIN","2cae24c1-53f1-4f3f-8795-b634c46a17c4","2025-03-07 03:50:43.418761"
"1","1","Horrid Vigor","Duskmourn: House of Horror","Near Mint","English","","BIN","c175c998-7b80-4187-bdbc-5b6e0d7eac91","2025-03-07 03:51:10.920599"
"1","1","Fanatic of the Harrowing","Duskmourn: House of Horror","Near Mint","English","","BIN","2a0acb05-91e0-4f7c-b48b-99e1068fad16","2025-03-07 03:49:55.294349"
"1","1","Boilerbilges Ripper","Duskmourn: House of Horror","Near Mint","English","","BIN","1a68009c-83cd-455f-81e9-bdd720d23a43","2025-03-07 03:49:55.294349"
"1","1","Turn Inside Out","Duskmourn: House of Horror","Near Mint","English","","BIN","57e2a92c-06d3-4cb5-883d-cba428a7e98e","2025-03-07 03:51:10.920599"
"1","1","Grasping Longneck","Duskmourn: House of Horror","Near Mint","English","","BIN","7fddcd48-3efe-4b56-9d69-9659b3dc6021","2025-03-07 03:49:55.294349"
"1","1","Bear Trap","Duskmourn: House of Horror","Near Mint","English","","BIN","e27c27d6-dc3a-4420-bb35-d97dc216e002","2025-03-07 03:49:55.294349"
"1","0","Moldering Gym // Weight Room","Duskmourn: House of Horror","Near Mint","English","","EDH | EllieAlan","245d5a61-c40c-4039-aea8-3ad61415b8f0","2025-01-05 17:55:34.540754"
"1","1","Monstrous Emergence","Duskmourn: House of Horror","Near Mint","English","","BIN","b999eb47-b842-47f1-be91-c79fc46e1896","2025-03-07 03:50:43.418761"
"1","0","Fanatic of Rhonas","Modern Horizons 3","Near Mint","English","foil","","1f9fb33a-3b39-4aff-93b8-aedafe0ea694","2024-08-14 21:31:57.529173"
"1","0","Commercial District","Murders at Karlov Manor","Near Mint","English","","EDH | Rocco","bf220c06-3cce-4bdd-aa58-83940c223e9c","2025-01-03 20:08:26.937456"
"1","0","Priest of Forgotten Gods","Ravnica Allegiance","Near Mint","English","","Cube | bgc1 | 03-B","e3378fe8-3355-48aa-90d4-9cb739200160","2024-11-05 03:23:43.895761"
"1","0","Mayhem Devil","War of the Spark","Near Mint","English","","Cube | bgc1 | 06-Multi","17416926-168b-49b3-9231-acbb8f8a1d13","2024-11-05 03:23:53.786098"
"1","0","Astral Drift","Prerelease Events","Near Mint","English","foil","Cube | bgc1 | 01-W","f3acc9b9-b89c-4a45-b49e-c414cfa9db48","2024-11-05 03:24:02.144747"
"1","0","Grist, the Hunger Tide","Modern Horizons 2 Borderless","Near Mint","English","","Cube | bgc1 | 06-Multi","808a3770-057a-4985-ba5c-870d7b1cd527","2025-01-03 21:58:21.705148"
"1","1","Pyroclasm","Magic 2011","Near Mint","English","","BIN","ea518d8f-568e-4f4a-b729-fdf4c770b9d0","2025-03-07 03:52:25.198621"
"3","0","Arid Mesa","Zendikar","Good (Lightly Played)","English","","Modern | HollowVine","16c8d2fa-54a7-46e8-980c-905258497c90","2025-02-09 03:14:13.578567"
"1","1","Glimmerpost","Scars of Mirrodin","Near Mint","English","","BIN","8b63efb6-249c-4f57-9af1-baffe938520c","2025-03-07 03:52:25.198621"
"1","0","Eiganjo, Seat of the Empire","Kamigawa: Neon Dynasty","Near Mint","English","","Cube | bgc1 | 01-W","c375a022-5b57-496d-a802-e4ea8376e9e4","2024-11-07 01:57:03.566079"
"1","0","Valakut Awakening // Valakut Stoneforge","Zendikar Rising","Near Mint","English","foil","EDH | Rocco","228e551e-023a-4c9a-8f32-58dae6ffdf7f","2024-11-26 19:54:40.846444"
"1","0","Temple of the False God","30th Anniversary Promos","Near Mint","English","foil","","2bdaa00e-4c28-4250-9841-c7d7a5cc7998","2024-09-17 23:21:23.074092"
"1","0","Path of Ancestry","30th Anniversary Promos","Near Mint","English","foil","","a6a2c184-b59f-4522-926c-fd232eddc85e","2024-09-17 23:21:23.149225"
"1","1","Song of Totentanz","Wilds of Eldraine","Near Mint","English","","BIN","940e8bb7-0251-4fac-945c-d83618c10447","2025-01-13 02:37:13.187410"
"1","1","Faithless Looting","Strixhaven Mystical Archive Alternate Art Etched Foil","Near Mint","Japanese","foil","BIN","7052a5cd-81b3-40ef-94e0-7c89e9554e33","2025-01-10 00:40:10.126615"
"1","1","Scytheclaw Raptor","The Lost Caverns of Ixalan - Borderless","Near Mint","English","foil","BIN","467ffe37-f466-4eea-8efc-50b53e2c27da","2025-03-07 03:51:39.594344"
"2","2","Mercenary Token","Outlaws of Thunder Junction","Near Mint","English","","BIN","5f04607f-eed2-462e-897f-82e41e5f7049","2025-03-07 03:51:39.594344"
"1","0","Guardian Project","Ravnica Remastered - Retro Frame","Near Mint","English","foil","","03e24cda-36b3-4676-a774-d5a55aa95500","2024-08-20 23:42:44.011489"
"1","0","Aether Revolt","Modern Horizons 3","Near Mint","English","foil","EDH | Rocco","b8732e62-cdee-4d32-82a8-8a71a04be7a1","2024-08-20 23:42:44.033853"
"1","0","Arid Mesa","Zendikar","Good (Lightly Played)","English","","Modern | HollowVine,EDH | Rocco","16c8d2fa-54a7-46e8-980c-905258497c90","2025-01-29 04:27:46.477916"
"1","1","Dawn's Truce","Bloomburrow - Showcase","Near Mint","English","foil","","0cce7aec-f9b0-461b-8245-5286b741409d","2024-12-09 14:11:20.699265"
"1","1","Starstorm (2003 Wolfgang Eder) (Sideboard)","World Championship","Played","English","","BIN","d7753550-3a91-47ad-9616-c46c69a0b93a","2025-03-07 03:52:25.198621"
"1","1","Trip Up","Aetherdrift","Near Mint","English","","BIN","273061f3-7aa7-4cb0-afd6-616252b88948","2025-03-16 02:01:54.544170"
"1","1","Gallant Strike","Aetherdrift","Near Mint","English","","BIN","9bdb58b7-e1ef-496b-b8dd-d1fabf3d2e7a","2025-03-16 02:03:48.940727"
"1","0","Smokestack","Urza's Saga","Good (Lightly Played)","English","","Cube | bgc1 | 07-Colorless","6a37ab2d-094f-431e-878f-93aef0360413","2024-11-07 23:41:08.508570"
"1","0","Dread Linnorm","Commander Legends: Battle for Baldur's Gate","Near Mint","English","foil","EDH | EllieAlan","174ee9e7-8040-4b53-8d0d-177ce924521c","2024-10-19 20:52:01.041813"
"4","4","Warrior Token","Dragons of Tarkir","Near Mint","English","","BIN","677a1d9d-86fd-49db-9573-8cd2cbc1a096","2025-03-07 03:52:25.198621"
"1","0","Cyberdrive Awakener","Kamigawa: Neon Dynasty Commander Decks","Good (Lightly Played)","English","","EDH | Tameshi","2a2c0a2f-07fb-4cc0-9b99-e5ff4303028d","2024-10-20 21:33:54.521190"
"1","1","Essence Reliquary","Modern Horizons 3","Near Mint","English","","BIN","e65f4ae3-6b21-4827-9851-8a53628e254f","2025-03-07 03:51:10.920599"
"1","1","Decree of Justice","Modern Horizons 3","Near Mint","English","","BIN","21637fbe-d9d3-4d5b-a361-0687385d4738","2025-03-07 03:51:10.920599"
"1","1","Shrieking Drake","Modern Horizons 3","Near Mint","English","foil","BIN","9f1cc39f-898c-4e92-82a0-a17606b60574","2025-03-07 03:51:39.594344"
"1","0","Indebted Spirit","Modern Horizons 3","Near Mint","English","","Cube | bgc1 | 01-W","bfdbef00-bc1b-4dd6-aef5-aeb5ce454344","2024-10-10 23:12:53.326613"
"1","0","Fell the Profane","Modern Horizons 3","Near Mint","English","","EDH | Butch","a3cb782d-c459-468d-9779-9b5669abc337","2024-11-14 02:44:03.436300"
"1","1","Mandibular Kite","Modern Horizons 3","Near Mint","English","","BIN","6b922f71-18e6-4a74-b792-d477d4a1deca","2025-03-07 03:49:55.294349"
"1","1","Retrofitted Transmogrant","Modern Horizons 3","Near Mint","English","","BIN","12c1b83d-710b-4680-855a-02ba1f72abf0","2025-03-07 03:50:43.418761"
"1","1","Phyrexian Germ Token","Modern Horizons 3","Near Mint","English","","BIN","5ec719dc-6b07-4b1d-a79c-84ebced33422","2025-03-07 03:51:10.920599"
"2","2","Basking Broodscale","Modern Horizons 3","Near Mint","English","","BIN","5feba5d6-99a6-4e9b-8a7d-90d955868fc3","2025-03-07 03:51:39.594344"
"1","1","Idol of False Gods","Modern Horizons 3","Near Mint","English","","BIN","d5e1ff6d-190a-497f-89c3-35e0979c93b5","2025-03-07 03:51:39.594344"
"1","1","Nadier's Nightblade","Modern Horizons 3","Near Mint","English","","BIN","bc9926d7-91b7-4067-b590-a0430bf68d16","2025-03-07 03:51:39.594344"
"1","1","Envoy of the Ancestors","Modern Horizons 3","Near Mint","English","","BIN","fc1dfbfc-90e0-48fa-98f1-39929f823619","2025-03-07 03:51:39.594344"
"1","0","Sundering Eruption","Modern Horizons 3","Near Mint","English","foil","","50686ac7-346c-43d1-bdaa-28d46a12ad93","2025-03-16 01:07:05.799805"
"1","1","Aether Revolt","Modern Horizons 3","Near Mint","English","","BIN","b8732e62-cdee-4d32-82a8-8a71a04be7a1","2025-03-07 03:52:45.823066"
"3","3","Avacyn's Pilgrim","Miscellaneous Promos","Near Mint","English","","BIN","28f23108-0a1e-4406-9002-0bff20462e56","2025-03-02 20:31:01.212229"
"1","1","Llanowar Elves (#0800)","Secret Lair Drop Series","Near Mint","English","","","d1114b99-62fb-478a-a648-16b8c0b4c032","2025-03-02 23:08:43.624906"
"1","1","Llanowar Elves (#1553)","Secret Lair Drop Series","Near Mint","English","","","0312d980-b1d0-41ec-8f5b-d21fbb742b9b","2025-03-02 23:08:51.605278"
"1","0","Deflecting Swat","Secret Lair Drop Series","Near Mint","English","","","e2294ef4-3b8e-44be-991a-c68287b1cd14","2025-03-16 01:24:41.918268"
"1","0","Breeches, Eager Pillager","Secret Lair Drop Series","Near Mint","English","","","480d639d-871d-4da3-9ae1-41bd5cef81db","2025-03-16 01:32:49.838397"
"1","1","Sun Titan","Secret Lair Drop Series","Near Mint","English","","","68fde4e2-f1a0-4c23-8341-959645f69d8c","2025-03-02 23:08:57.685944"
"2","2","Forgotten Cave","Onslaught","Near Mint","English","","","c5202668-a32c-4473-b272-e86264992576","2025-03-15 22:34:44.065490"
"1","0","Doomed Traveler","Commander Legends","Near Mint","English","foil","Cube | bgc1 | 01-W","5a4573af-feba-4c9d-b24b-3d15888a5ce2","2024-10-10 23:11:19.644943"
"1","0","Intangible Virtue","Commander Legends","Near Mint","English","","Cube | bgc1 | 01-W","535764b9-67b2-4123-a4be-2aa72fcd8a33","2024-10-10 23:12:57.594405"
"1","0","Ghastly Demise","Commander Legends","Near Mint","English","","Cube | bgc1 | 03-B","7fcfe11a-fcc9-41e1-91ef-755bb4e22389","2024-10-10 23:12:25.232888"
"1","0","Undercity Informer","Gatecrash","Near Mint","English","","Cube | bgc1 | 03-B","822d0f73-cfb0-41d9-b4eb-09c605112a13","2024-10-10 23:17:12.600336"
"1","0","Cling to Dust","Theros Beyond Death","Near Mint","English","","Cube | bgc1 | 03-B","52c2de5f-e486-4cfe-9fb6-be0078ce5f93","2024-10-26 18:34:30.192846"
"1","0","Fiery Temper","Shadows over Innistrad","Near Mint","English","","Cube | bgc1 | 04-R","61caf82d-e077-4931-a6ad-09fa7f04b36f","2024-10-10 23:12:01.697629"
"1","0","Magmatic Channeler","Zendikar Rising","Near Mint","English","","Cube | bgc1 | 04-R","d8be6570-5b5f-4ffc-a5e5-67d7c41c8caa","2024-10-10 23:13:39.627165"
"1","0","Pillar of Flame","Avacyn Restored","Near Mint","English","","Cube | bgc1 | 04-R","c983e879-d9d2-47cc-9958-506711ca80cd","2024-10-10 23:14:49.480459"
"1","0","Lightning Axe","Shadows over Innistrad","Near Mint","English","","Cube | bgc1 | 04-R","97d3105d-4cf9-48bf-8d12-27e856ae7a87","2024-10-10 23:13:26.160860"
"1","0","Scorching Dragonfire","Throne of Eldraine","Near Mint","English","","Cube | bgc1 | 04-R","3b74a806-ed74-458e-8903-d3d084e9f507","2024-10-10 23:15:47.708591"
"1","0","Nurturing Peatland","Modern Horizons","Near Mint","English","","Cube | bgc1 | 08-Nonbasics","2744ac83-a79f-4042-8720-688b5adda382","2025-01-14 17:38:14.275748"
"1","0","Tamiyo, Collector of Tales","War of the Spark","Near Mint","English","","Cube | bgc1 | 06-Multi","76776b24-a2e1-4590-88e7-8a421baf2fc4","2025-01-14 17:38:14.304272"
"3","0","Rough // Tumble","Planar Chaos","Near Mint","English","","Modern | HollowVine","0c93c9a0-53eb-44cc-bd79-8103774bfd4c","2025-01-14 17:38:14.349605"
"1","0","Foundation Breaker","Modern Horizons 2","Near Mint","English","","Cube | bgc1 | 05-G","4f08381e-34f5-4d08-b737-8c37964719e0","2024-10-10 23:12:20.281442"
"1","0","Haywire Mite","The Brothers' War","Near Mint","English","","Cube | bgc1 | 05-G","847a175e-ead1-4596-baf3-5f7f57859e0b","2024-10-10 23:12:43.908730"
"3","3","Satyr Wayfinder","Ultimate Masters","Near Mint","English","","BIN","95702caa-c9eb-4538-83ff-3b015c6b1349","2025-03-07 03:51:39.594344"
"2","2","Basking Rootwalla","Ultimate Masters","Near Mint","English","","BIN","26bfde99-7761-48e1-851a-522f888d0f6c","2025-03-07 03:51:39.594344"
"1","0","Izzet Charm","Return to Ravnica","Near Mint","English","","Cube | bgc1 | 06-Multi","1e3a5af6-5423-442b-a207-364e97a871d8","2024-10-10 23:13:02.222866"
"1","0","Faithful Mending","Innistrad: Midnight Hunt","Near Mint","English","","Cube | bgc1 | 06-Multi","50752ca9-ea85-4c4b-9bf5-4f8759a7dcec","2024-10-10 23:11:46.578733"
"1","0","Lingering Souls","Dark Ascension","Near Mint","English","","Cube | bgc1 | 06-Multi","891a92d7-9ccf-4de1-8286-aa5254f27ba9","2024-10-10 23:13:31.551195"
"1","0","Perilous Myr","Scars of Mirrodin","Near Mint","English","","Cube | bgc1 | 07-Colorless","4b942605-eb4a-452d-9b07-a4f912f96958","2024-10-10 23:14:44.180533"
"1","0","Unburial Rites","Innistrad","Near Mint","English","","Cube | bgc1 | 06-Multi","2794c82b-e5ce-4369-894e-bf56c6402ae1","2024-10-10 23:17:08.175374"
"1","0","Containment Construct","Kamigawa: Neon Dynasty","Near Mint","English","","Cube | bgc1 | 07-Colorless","520e5505-429b-4da0-b25e-14b8d4e81ce3","2024-10-10 23:10:57.310077"
"1","0","Ghost Quarter","Innistrad","Near Mint","English","","Cube | bgc1 | 08-Nonbasics","1c6456ed-0ffb-4d22-b252-5775076030ce","2024-10-10 23:12:39.206675"
"1","0","Zuran Orb","Modern Horizons 2","Near Mint","English","","Cube | bgc1 | 07-Colorless","618c8ecc-686d-41de-b9b1-1a7ee9cc7c14","2024-10-10 23:17:50.478769"
"1","0","Savior of Ollenbock","Innistrad: Crimson Vow","Near Mint","English","","Cube | bgc1 | 01-W","ba77e83b-1846-4c42-bea0-2e304429fbe0","2025-01-10 23:33:03.774973"
"1","0","Ivora, Insatiable Heir","Foundations Jumpstart","Near Mint","English","","Cube | bgc1 | 04-R","2ba70366-b6ae-423a-a8d8-29d2b8afd939","2025-01-10 23:33:13.125584"
"1","0","Takenuma, Abandoned Mire","Kamigawa: Neon Dynasty","Near Mint","English","foil","EDH | Butch","499037cc-a577-41cb-8ca2-5e117945634f","2025-01-14 18:27:14.819362"
"1","0","Sudden Spoiling","Time Spiral Remastered","Near Mint","English","","EDH | Butch","73514b51-6c19-4b3c-9cf9-2cf5028d7708","2025-01-14 18:27:14.852007"
"1","0","Swamp (#341)","Onslaught","Played","English","foil","EDH | Butch","7aa97b25-1ea0-4351-ab9f-f06c8bb4d044","2025-01-15 04:54:42.073413"
"1","0","Druid of Purification","Secret Lair Drop Series","Near Mint","English","foil","EDH | Karador","5a1aa886-dc3b-44f7-880c-52370242e81f","2024-09-30 23:58:48.044264"
"2","2","Requisition Raid","Outlaws of Thunder Junction","Near Mint","English","","","154e9ba9-0d0e-4b0e-acf2-f66a993cf3a2","2024-12-29 20:13:53.925037"
"1","0","Fiery Islet","Modern Horizons","Near Mint","English","","Modern | Dredge","a3aab13c-9d9d-4507-ae5d-da979990ae1b","2025-03-04 00:57:17.164629"
"1","0","Luminous Broodmoth","Ikoria: Lair of Behemoths","Near Mint","English","","Cube | bgc1 | 01-W","bb65df55-d6a6-4a57-a903-e5eb17637982","2025-03-04 00:57:35.109106"
"1","0","Detective's Phoenix","Modern Horizons 3","Near Mint","English","foil","Cube | bgc1 | 04-R","e2a01edd-dbc0-4ed4-b827-9b608290e9a1","2025-03-08 23:34:47.890030"
"4","4","Combust","Magic 2012","Near Mint","English","","BIN","f10346e2-46bd-4257-b191-c36c2577c534","2025-03-07 03:51:39.594344"
"3","3","Compulsive Research","Ravnica: City of Guilds","Near Mint","English","","BIN","20b9c057-b80a-4e4e-a0d7-34b7ff3a69f4","2025-03-07 03:51:39.594344"
"5","5","Corrosive Gale","New Phyrexia","Near Mint","English","","BIN","04a13825-ab9b-4ffd-9b59-6198181891b9","2025-03-07 03:51:39.594344"
"2","2","Crackdown Construct","Aether Revolt","Near Mint","English","","BIN","993bc69a-b615-48c5-af81-252a73384e8c","2025-03-07 03:51:39.594344"
"2","2","Cranial Archive","Khans of Tarkir","Near Mint","English","","BIN","1284b15f-2a70-48d6-89d3-e787af3f07eb","2025-03-07 03:51:39.594344"
"1","1","Decimator Beetle","Amonkhet","Near Mint","English","","BIN","6b75e834-fa46-4833-ae9f-1bc2809ece2f","2025-03-07 03:51:39.594344"
"1","1","Decoction Module","Kaladesh","Near Mint","English","","BIN","b08ae769-0070-47a6-aae0-1a3bcfd40d07","2025-03-07 03:51:39.594344"
"1","1","Dinosaur Stampede","Ixalan","Near Mint","English","","BIN","a31bda74-8455-45ab-8142-65fbde2f39c3","2025-03-07 03:51:39.594344"
"6","6","Doom Blade","Magic 2011","Near Mint","English","","BIN","685a74bb-f158-4d0e-b840-222ecbf107d4","2025-03-07 03:51:39.594344"
"6","6","Dreg Mangler","Return to Ravnica","Near Mint","English","","BIN","28d42d6a-e9a0-449e-9b31-436c09b7c1ba","2025-03-07 03:51:39.594344"
"2","2","Duress","Magic 2014 Core Set","Near Mint","English","","BIN","ccfa743c-b30a-4576-8205-8f00970d1076","2025-03-07 03:51:39.594344"
"5","5","Ember Hauler","Magic 2011","Near Mint","English","","BIN","d9df1b79-bf3a-4da3-8d98-bdf175445f10","2025-03-07 03:51:39.594344"
"2","2","Entomber Exarch","New Phyrexia","Near Mint","English","","BIN","7f58020e-6d4d-474d-8d4b-cfb7d5a5e9a8","2025-03-07 03:51:39.594344"
